label,cluster_id,mean_x,mean_y,mean_z,num_points
stop sign,0,7.751761000000001,-5.357107,0.6056540000000001,11
stop sign,1,8.316576999999999,-3.9780730000000006,0.5318940000000001,10
stop sign,2,8.364267,-2.761913,0.5035689999999999,10
